INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
1541	灭剑式（虚弱血气上限）	12	STD_IMPACT_016	1	32	-1	32	110	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-20	0	MAX_MP修正率	-20	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
1542	灭剑式（虚弱血气上限）	12	STD_IMPACT_016	1	32	-1	32	120	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-21	0	MAX_MP修正率	-21	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
1543	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	10	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-10	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1544	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	20	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-15	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1545	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	30	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-20	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1546	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	40	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-25	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1547	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	50	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-30	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1548	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	60	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-35	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1549	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	70	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-40	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1550	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	80	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-45	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1551	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	90	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-50	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1552	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	100	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-55	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1553	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	110	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-60	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1554	斩情诀（减聚气时间）	61	STD_IMPACT_061	1	151	-1	151	120	1	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	影响的技能集合ID	23	0	聚气时间值修正	0	0	聚气时间百分修正	-65	0	冷却时间值修正	0	0	冷却时间百分修正	0	0	命中率	0	0	会心率	0	0																												
1555	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	216	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1556	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	372	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1557	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	528	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1558	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	684	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1559	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	840	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1560	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	996	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1561	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1152	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1562	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1308	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1563	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1464	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1564	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1620	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1565	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1776	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1566	拖泥带水（直接伤害）	1	STD_IMPACT_001	0	130	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	1932	12.99766997			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	狮子吼
1567	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	11	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1568	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	21	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1569	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	31	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1570	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	41	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1571	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	51	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1572	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	61	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1573	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	71	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1574	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	81	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1575	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	91	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1576	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	101	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1577	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	111	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1578	行尸走肉（驱散围困、定身）	18	StdImpact018	0	14	-1	-1	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	121	0	驱散个数	2	0	驱散集合1	39	0	驱散集合2	43	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0																			
1579	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	10	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1580	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	20	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1581	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	30	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1582	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	40	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1583	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	50	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1584	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	60	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1585	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	70	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1586	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	80	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1587	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	90	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1588	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	100	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1589	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	110	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1590	呆若木鸡（无敌+沉默）	14	STD_IMPACT_014	1	150	-1	150	120	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
1591	僵硬（技能冷却）	61	STD_IMPACT_061	1	98	-1	98	120	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	影响的技能集合ID	-1	0	聚气时间值修正	0	0	聚气时间百分修正	0	0	冷却时间值修正	0	0	冷却时间百分修正	50	0	命中率	0	0	会心率	0	0																												
1592	障眼法（失明）	35	StdImpact035	1	17	-1	17	10	-1	0	1	0	0	0	0	0	0	0	3000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
1593	行尸走肉（免疫围困、定身）	17	StdImpact017	1	149	-1	149	121	1	0	1	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	免疫级别	120	0	免疫集合1	2	0	免疫集合2	39	0	免疫集合3	43	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0		-1	0																			
#	#	#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			
1601	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	58	3	魔法攻击+	58	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2	0			0			0			0			0			0			0			0			0			0			0	加内攻
1602	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	101	3	魔法攻击+	101	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	5	0			0			0			0			0			0			0			0			0			0			0	加内攻
1603	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	143	3	魔法攻击+	143	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	7	0			0			0			0			0			0			0			0			0			0			0	加内攻
1604	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	186	3	魔法攻击+	186	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	9	0			0			0			0			0			0			0			0			0			0			0	加内攻
1605	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	229	3	魔法攻击+	229	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	11	0			0			0			0			0			0			0			0			0			0			0	加内攻
1606	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	271	3	魔法攻击+	271	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	13	0			0			0			0			0			0			0			0			0			0			0	加内攻
1607	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	314	3	魔法攻击+	314	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	15	0			0			0			0			0			0			0			0			0			0			0	加内攻
1608	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	356	3	魔法攻击+	356	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	17	0			0			0			0			0			0			0			0			0			0			0	加内攻
1609	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	399	3	魔法攻击+	399	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	19	0			0			0			0			0			0			0			0			0			0			0	加内攻
1610	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	442	3	魔法攻击+	442	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	22	0			0			0			0			0			0			0			0			0			0			0	加内攻
1611	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	484	3	魔法攻击+	484	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	24	0			0			0			0			0			0			0			0			0			0			0	加内攻
1612	蓝砂手(加内攻)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	527	3	魔法攻击+	527	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	26	0			0			0			0			0			0			0			0			0			0			0	加内攻
1613	连珠腐尸毒(加内攻)	3	STD_IMPACT_003	0	169	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	1015	63.4984	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加内攻
