INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																									
161	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308131	1	-1	4	100		20308141	1	-1	4	100		20308132	1	-1	6	100		20308142	1	-1	6	100		20308133	1	-1	8	100		20308143	1	-1	8	100		20308134	1	-1	10	100		20308144	1	-1	10	100		20308135	1	-1	12	100		20308145	1	-1	12	100		20308136	1	-1	14	100		20308146	1	-1	14	100		20308137	1	-1	16	100		20308147	1	-1	16	100		20308138	1	-1	18	100		20308148	1	-1	18	100		20308139	1	-1	20	100		20308149	1	-1	20	100		20308140	1	-1	22	100		20308150	1	-1	22	100		20308187	1	-1	24	100	#G	20308189	1	-1	24	100	#G	20308188	1	-1	26	100	#G	20308190	1	-1	26	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
162	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308151	1	-1	4	100		20308101	1	-1	4	100		20308152	1	-1	6	100		20308102	1	-1	6	100		20308153	1	-1	8	100		20308103	1	-1	8	100		20308154	1	-1	10	100		20308104	1	-1	10	100		20308155	1	-1	12	100		20308105	1	-1	12	100		20308156	1	-1	14	100		20308106	1	-1	14	100		20308157	1	-1	16	100		20308107	1	-1	16	100		20308158	1	-1	18	100		20308108	1	-1	18	100		20308159	1	-1	20	100		20308109	1	-1	20	100		20308160	1	-1	22	100		20308110	1	-1	22	100		20308191	1	-1	24	100	#G	20308181	1	-1	24	100	#G	20308192	1	-1	26	100	#G	20308182	1	-1	26	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
163	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308111	1	-1	4	100		20308121	1	-1	4	100		20308112	1	-1	6	100		20308122	1	-1	6	100		20308113	1	-1	8	100		20308123	1	-1	8	100		20308114	1	-1	10	100		20308124	1	-1	10	100		20308115	1	-1	12	100		20308125	1	-1	12	100		20308116	1	-1	14	100		20308126	1	-1	14	100		20308117	1	-1	16	100		20308127	1	-1	16	100		20308118	1	-1	18	100		20308128	1	-1	18	100		20308119	1	-1	20	100		20308129	1	-1	20	100		20308120	1	-1	22	100		20308130	1	-1	22	100		20308183	1	-1	24	100	#G	20308185	1	-1	24	100	#G	20308184	1	-1	26	100	#G	20308186	1	-1	26	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
164	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30309662	1	-1	1	100		30309663	1	-1	1	100		30309664	1	-1	1	100		30309665	1	-1	1	100		30309666	1	-1	1	100		30309667	1	-1	1	100		30309668	1	-1	1	100		30309627	1	-1	1	100		30309628	1	-1	1	100		30309629	1	-1	1	100		30309630	1	-1	1	100		30309631	1	-1	1	100		30309632	1	-1	1	100		30309633	1	-1	1	100		30309634	1	-1	1	100		30309635	1	-1	1	100		30309636	1	-1	1	100		30309637	1	-1	1	100		30309638	1	-1	1	100		30309639	1	-1	1	100		30309640	1	-1	1	100		30309641	1	-1	1	100		30309642	1	-1	1	100		30309643	1	-1	1	100		30309644	1	-1	1	100		30309645	1	-1	1	100		30309646	1	-1	1	100		30309647	1	-1	1	100		30309648	1	-1	1	100		30309649	1	-1	1	100		30309650	1	-1	1	100		30309651	1	-1	1	100		30309652	1	-1	1	100		30309653	1	-1	1	100		30309654	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100
165	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
166	40	120	1	9	1	1	1	1	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30003100	1	10	100	100		30003101	1	10	100	100		30501106	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
167	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30307163	1	-1	100	100		30307164	1	-1	100	100		30307165	1	-1	100	100		30307166	1	-1	100	100		30307170	1	-1	100	100		30307167	1	-1	100	100		30307168	1	-1	100	100		30307169	1	-1	100	100		30307171	1	-1	100	100		30307172	1	-1	100	100		30307173	1	-1	100	100		30307174	1	-1	100	100		30307175	1	-1	100	100		30307176	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
168	40	0	1	8	1	1	1	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30304000	1	-1	100	100		30304001	1	-1	100	100		30304002	1	-1	100	100		30304003	1	-1	100	100		30307177	1	-1	100	100		30307178	1	-1	100	100		30307179	1	-1	100	100		30307180	1	-1	100	100		30307181	1	-1	100	100		30307182	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
169	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	16	100		30300012	1	-1	16	100		30300022	1	-1	16	100		30300032	1	-1	16	100		30300042	1	-1	16	100		30300052	1	-1	16	100		30301002	1	-1	16	100		30301012	1	-1	16	100		30301022	1	-1	16	100		30301032	1	-1	16	100		30301042	1	-1	16	100		30301052	1	-1	16	100		30301062	1	-1	16	100		30301072	1	-1	16	100		30301082	1	-1	16	100		30301092	1	-1	16	100		30301102	1	-1	16	100		30301112	1	-1	16	100		30301122	1	-1	16	100		30301132	1	-1	16	100		30301142	1	-1	16	100		30302002	1	-1	16	100		30302012	1	-1	16	100		30302022	1	-1	16	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
170	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300003	1	-1	20	100		30300013	1	-1	20	100		30300023	1	-1	20	100		30300033	1	-1	20	100		30300043	1	-1	20	100		30300053	1	-1	20	100		30301003	1	-1	20	100		30301013	1	-1	20	100		30301023	1	-1	20	100		30301033	1	-1	20	100		30301043	1	-1	20	100		30301053	1	-1	20	100		30301063	1	-1	20	100		30301073	1	-1	20	100		30301083	1	-1	20	100		30301093	1	-1	20	100		30301103	1	-1	20	100		30301113	1	-1	20	100		30301123	1	-1	20	100		30301133	1	-1	20	100		30301143	1	-1	20	100		30302003	1	-1	20	100		30302013	1	-1	20	100		30302023	1	-1	20	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
171	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300004	1	-1	23	100		30300014	1	-1	23	100		30300024	1	-1	23	100		30300034	1	-1	23	100		30300044	1	-1	23	100		30300054	1	-1	23	100		30301004	1	-1	23	100		30301014	1	-1	23	100		30301024	1	-1	23	100		30301034	1	-1	23	100		30301044	1	-1	23	100		30301054	1	-1	23	100		30301064	1	-1	23	100		30301074	1	-1	23	100		30301084	1	-1	23	100		30301094	1	-1	23	100		30301104	1	-1	23	100		30301114	1	-1	23	100		30301124	1	-1	23	100		30301134	1	-1	23	100		30301144	1	-1	23	100		30302004	1	-1	23	100		30302014	1	-1	23	100		30302024	1	-1	23	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
172	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300005	1	-1	26	100		30300015	1	-1	26	100		30300025	1	-1	26	100		30300035	1	-1	26	100		30300045	1	-1	26	100		30300055	1	-1	26	100		30301005	1	-1	26	100		30301015	1	-1	26	100		30301025	1	-1	26	100		30301035	1	-1	26	100		30301045	1	-1	26	100		30301055	1	-1	26	100		30301065	1	-1	26	100		30301075	1	-1	26	100		30301085	1	-1	26	100		30301095	1	-1	26	100		30301105	1	-1	26	100		30301115	1	-1	26	100		30301125	1	-1	26	100		30301135	1	-1	26	100		30301145	1	-1	26	100		30302005	1	-1	26	100		30302015	1	-1	26	100		30302025	1	-1	26	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
173	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300006	1	-1	30	100		30300016	1	-1	30	100		30300026	1	-1	30	100		30300036	1	-1	30	100		30300046	1	-1	30	100		30300056	1	-1	30	100		30301006	1	-1	30	100		30301016	1	-1	30	100		30301026	1	-1	30	100		30301036	1	-1	30	100		30301046	1	-1	30	100		30301056	1	-1	30	100		30301066	1	-1	30	100		30301076	1	-1	30	100		30301086	1	-1	30	100		30301096	1	-1	30	100		30301106	1	-1	30	100		30301116	1	-1	30	100		30301126	1	-1	30	100		30301136	1	-1	30	100		30301146	1	-1	30	100		30302006	1	-1	30	100		30302016	1	-1	30	100		30302026	1	-1	30	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
174	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300007	1	-1	50	100		30300017	1	-1	50	100		30300027	1	-1	50	100		30300037	1	-1	50	100		30300047	1	-1	50	100		30300057	1	-1	50	100		30301007	1	-1	50	100		30301017	1	-1	50	100		30301027	1	-1	50	100		30301037	1	-1	50	100		30301047	1	-1	50	100		30301057	1	-1	50	100		30301067	1	-1	50	100		30301077	1	-1	50	100		30301087	1	-1	50	100		30301097	1	-1	50	100		30301107	1	-1	50	100		30301117	1	-1	50	100		30301127	1	-1	50	100		30301137	1	-1	50	100		30301147	1	-1	50	100		30302007	1	-1	50	100		30302017	1	-1	50	100		30302027	1	-1	50	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
175	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300008	1	-1	55	100		30300018	1	-1	55	100		30300028	1	-1	55	100		30300038	1	-1	55	100		30300048	1	-1	55	100		30300058	1	-1	55	100		30301008	1	-1	55	100		30301018	1	-1	55	100		30301028	1	-1	55	100		30301038	1	-1	55	100		30301048	1	-1	55	100		30301058	1	-1	55	100		30301068	1	-1	55	100		30301078	1	-1	55	100		30301088	1	-1	55	100		30301098	1	-1	55	100		30301108	1	-1	55	100		30301118	1	-1	55	100		30301128	1	-1	55	100		30301138	1	-1	55	100		30301148	1	-1	55	100		30302008	1	-1	55	100		30302018	1	-1	55	100		30302028	1	-1	55	100		30302109	1	-1	55	100		30302110	1	-1	55	100		30302115	1	-1	55	100		30302116	1	-1	55	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
176	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300009	1	-1	120	100		30300019	1	-1	120	100		30300029	1	-1	120	100		30300039	1	-1	120	100		30300049	1	-1	120	100		30300059	1	-1	120	100		30301009	1	-1	120	100		30301019	1	-1	120	100		30301029	1	-1	120	100		30301039	1	-1	120	100		30301049	1	-1	120	100		30301059	1	-1	120	100		30301069	1	-1	120	100		30301079	1	-1	120	100		30301089	1	-1	120	100		30301099	1	-1	120	100		30301109	1	-1	120	100		30301119	1	-1	120	100		30301129	1	-1	120	100		30301139	1	-1	120	100		30301149	1	-1	120	100		30302009	1	-1	120	100		30302019	1	-1	120	100		30302029	1	-1	120	100		30302111	1	-1	120	100		30302112	1	-1	120	100		30302117	1	-1	120	100		30302118	1	-1	120	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
177	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300010	1	-1	130	100		30300020	1	-1	130	100		30300030	1	-1	130	100		30300040	1	-1	130	100		30300050	1	-1	130	100		30300060	1	-1	130	100		30301010	1	-1	130	100		30301020	1	-1	130	100		30301030	1	-1	130	100		30301040	1	-1	130	100		30301050	1	-1	130	100		30301060	1	-1	130	100		30301070	1	-1	130	100		30301080	1	-1	130	100		30301090	1	-1	130	100		30301100	1	-1	130	100		30301110	1	-1	130	100		30301120	1	-1	130	100		30301130	1	-1	130	100		30301140	1	-1	130	100		30301150	1	-1	130	100		30302010	1	-1	130	100		30302020	1	-1	130	100		30302030	1	-1	130	100		30302113	1	-1	130	100		30302114	1	-1	130	100		30302119	1	-1	130	100		30302120	1	-1	130	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
178	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900057	1	-1	1	100		50601001	1	-1	10000	100		50601002	1	-1	10000	100		50602005	1	-1	10000	100		50602006	1	-1	10000	100		50602007	1	-1	10000	100		50602008	1	-1	10000	100		50603001	1	-1	10000	100		50604002	1	-1	10000	100		50611001	1	-1	10000	100		50611002	1	-1	10000	100		50612005	1	-1	10000	100		50612006	1	-1	10000	100		50612007	1	-1	10000	100		50612008	1	-1	10000	100		50613001	1	-1	10000	100		50613002	1	-1	10000	100		50613003	1	-1	10000	100		50613004	1	-1	10000	100		50613005	1	-1	10000	100		50614001	1	-1	10000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
179	40	120	1	9	1	1	6	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101115	1	-1	100	100		30101116	1	-1	100	100		30101117	1	-1	100	100		30101118	1	-1	100	100		30101119	1	-1	100	100		30101120	1	-1	100	100		30101121	1	-1	100	100		30101122	1	-1	100	100		30101123	1	-1	100	100		30101124	1	-1	100	100		30101125	1	-1	100	100		30101126	1	-1	100	100		30101127	1	-1	100	100		30101128	1	-1	100	100		30101129	1	-1	100	100		30101130	1	-1	100	100		30101131	1	-1	100	100		30101132	1	-1	100	100		30101133	1	-1	100	100		30101134	1	-1	100	100		30001016	1	-1	100	100		30001017	1	-1	100	100		30001018	1	-1	100	100		30002016	1	-1	100	100		30002017	1	-1	100	100		30002018	1	-1	100	100		30003021	1	-1	100	100		30003022	1	-1	100	100		30003023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
